"TIME","GEO","INDIC_ED","Value","Flag and Footnotes"
"2012","United Kingdom","Pupils at ISCED level 1 (1 000)","4,523.6",""
"2012","Iceland","Pupils and students (ISCED levels 1-6) (1 000)","88.6",""
"2012","Iceland","Pupils at ISCED level 0 - as % of all pupils and students","13.0",""
"2012","Iceland","Pupils at ISCED level 0 (1 000)","13.2",""
"2012","Iceland","Pupils at ISCED level 1 - as % of all pupils and students","28.9",""
"2012","Iceland","Pupils at ISCED level 1 (1 000)","29.4",""
"2012","Liechtenstein","Pupils and students (ISCED levels 1-6) (1 000)","6.4",""
"2012","Liechtenstein","Pupils at ISCED level 0 - as % of all pupils and students","10.4",""
"2012","Liechtenstein","Pupils at ISCED level 0 (1 000)","0.7",""
"2012","Liechtenstein","Pupils at ISCED level 1 - as % of all pupils and students","27.6",""
"2012","Liechtenstein","Pupils at ISCED level 1 (1 000)","2.0",""
"2012","Norway","Pupils and students (ISCED levels 1-6) (1 000)","1,108.3",""
"2012","Norway","Pupils at ISCED level 0 - as % of all pupils and students","14.0",""
"2012","Norway","Pupils at ISCED level 0 (1 000)","179.7",""
"2012","Norway","Pupils at ISCED level 1 - as % of all pupils and students","32.9",""
"2012","Norway","Pupils at ISCED level 1 (1 000)","423.4",""
"2012","Switzerland","Pupils and students (ISCED levels 1-6) (1 000)","1,391.2",""
"2012","Switzerland","Pupils at ISCED level 0 - as % of all pupils and students","9.7",""
"2012","Switzerland","Pupils at ISCED level 0 (1 000)","149.7",""
"2012","Switzerland","Pupils at ISCED level 1 - as % of all pupils and students","31.4",""
"2012","Switzerland","Pupils at ISCED level 1 (1 000)","483.5",""
"2012","North Macedonia","Pupils and students (ISCED levels 1-6) (1 000)","357.5",""
"2012","North Macedonia","Pupils at ISCED level 0 - as % of all pupils and students","5.2",""
"2012","North Macedonia","Pupils at ISCED level 0 (1 000)","19.8",""
"2012","North Macedonia","Pupils at ISCED level 1 - as % of all pupils and students","28.5",""
"2012","North Macedonia","Pupils at ISCED level 1 (1 000)","107.4",""
"2012","Albania","Pupils and students (ISCED levels 1-6) (1 000)",":",""
"2012","Albania","Pupils at ISCED level 0 - as % of all pupils and students",":",""
"2012","Albania","Pupils at ISCED level 0 (1 000)",":",""
"2012","Albania","Pupils at ISCED level 1 - as % of all pupils and students",":",""
"2012","Albania","Pupils at ISCED level 1 (1 000)",":",""
"2012","Turkey","Pupils and students (ISCED levels 1-6) (1 000)","20,089.1",""
"2012","Turkey","Pupils at ISCED level 0 - as % of all pupils and students","5.5",""
"2012","Turkey","Pupils at ISCED level 0 (1 000)","1,169.6",""
"2012","Turkey","Pupils at ISCED level 1 - as % of all pupils and students","30.2","d"
"2012","Turkey","Pupils at ISCED level 1 (1 000)","6,429.5","d"
